timestamp,openweather_aqi,pm2_5,pm10,co,no,no2,o3,so2,nh3
2023-08-21 00:00:00+00:00,2.0,9.83,30.55,205.28,0.0,1.97,35.05,2.09,0.46
2023-08-21 01:00:00+00:00,2.0,10.59,32.89,205.28,0.0,2.25,35.05,2.21,0.46
2023-08-21 02:00:00+00:00,2.0,11.94,38.25,206.95,0.01,2.83,34.33,2.21,0.47
2023-08-21 03:00:00+00:00,2.0,13.34,44.71,236.99,0.45,4.5,32.54,2.26,0.66
2023-08-21 04:00:00+00:00,2.0,13.69,44.81,280.38,1.84,5.91,32.54,2.47,0.83
2023-08-21 05:00:00+00:00,2.0,13.13,42.5,277.04,2.1,5.1,36.12,2.41,0.82
2023-08-21 06:00:00+00:00,2.0,12.73,40.84,253.68,1.55,3.68,40.77,2.26,0.74
2023-08-21 07:00:00+00:00,2.0,12.66,41.69,233.65,1.13,2.72,42.92,2.03,0.57
2023-08-21 08:00:00+00:00,2.0,12.63,41.8,230.31,1.06,2.53,42.56,2.03,0.51
2023-08-21 09:00:00+00:00,2.0,11.52,38.51,233.65,1.15,2.61,41.48,1.91,0.49
2023-08-21 10:00:00+00:00,2.0,10.51,35.75,233.65,1.16,2.59,39.34,1.76,0.45
2023-08-21 11:00:00+00:00,2.0,10.89,38.7,230.31,1.22,2.74,36.84,1.76,0.43
2023-08-21 12:00:00+00:00,2.0,12.64,46.25,230.31,1.26,3.26,33.62,1.7,0.4
2023-08-21 13:00:00+00:00,3.0,14.0,50.88,243.66,1.06,5.01,29.68,1.7,0.4
2023-08-21 14:00:00+00:00,2.0,13.94,48.24,247.0,0.21,6.77,26.82,1.62,0.42
2023-08-21 15:00:00+00:00,2.0,12.97,43.33,233.65,0.03,5.65,27.54,1.53,0.46
2023-08-21 16:00:00+00:00,2.0,12.09,41.25,233.65,0.02,4.93,28.25,1.65,0.56
2023-08-21 17:00:00+00:00,2.0,12.25,43.45,223.64,0.01,3.98,28.61,1.64,0.55
2023-08-21 18:00:00+00:00,2.0,13.1,47.12,220.3,0.01,3.6,28.97,1.62,0.53
2023-08-21 19:00:00+00:00,2.0,13.51,48.13,220.3,0.01,3.43,28.97,1.56,0.42
2023-08-21 20:00:00+00:00,2.0,13.07,46.37,206.95,0.01,2.74,29.33,1.46,0.24
2023-08-21 21:00:00+00:00,2.0,12.17,42.61,198.6,0.01,1.93,30.4,1.45,0.22
2023-08-21 22:00:00+00:00,2.0,11.14,39.2,196.93,0.0,1.41,31.11,1.36,0.21
2023-08-21 23:00:00+00:00,2.0,10.42,37.38,195.26,0.0,1.22,31.47,1.34,0.2
2023-08-22 00:00:00+00:00,2.0,10.04,36.61,195.26,0.0,1.16,31.83,1.33,0.19
2023-08-22 01:00:00+00:00,2.0,10.06,35.75,195.26,0.0,1.3,31.47,1.4,0.19
2023-08-22 02:00:00+00:00,2.0,10.8,37.94,196.93,0.01,1.67,30.76,1.46,0.22
2023-08-22 03:00:00+00:00,2.0,12.44,41.81,216.96,0.29,3.0,29.33,1.59,0.37
2023-08-22 04:00:00+00:00,2.0,14.41,46.02,253.68,1.27,4.71,28.61,1.83,0.52
2023-08-22 05:00:00+00:00,2.0,15.52,47.44,260.35,1.65,4.8,30.04,1.94,0.57
2023-08-22 06:00:00+00:00,2.0,15.32,47.41,247.0,1.47,3.9,32.54,1.94,0.6
2023-08-22 07:00:00+00:00,2.0,13.79,44.05,233.65,1.27,3.0,34.69,1.82,0.53
2023-08-22 08:00:00+00:00,2.0,12.38,41.2,230.31,1.2,2.68,35.76,1.82,0.49
2023-08-22 09:00:00+00:00,2.0,12.63,43.75,233.65,1.26,2.68,35.76,1.76,0.45
2023-08-22 10:00:00+00:00,3.0,14.21,50.26,226.97,1.19,2.61,34.69,1.64,0.36
2023-08-22 11:00:00+00:00,3.0,15.78,55.2,220.3,1.09,2.83,32.9,1.64,0.29
2023-08-22 12:00:00+00:00,3.0,14.76,51.3,223.64,0.89,3.43,30.76,1.52,0.28
2023-08-22 13:00:00+00:00,2.0,12.8,45.57,240.33,0.5,5.27,27.18,1.48,0.32
2023-08-22 14:00:00+00:00,2.0,12.09,44.24,247.0,0.1,6.34,25.39,1.46,0.37
2023-08-22 15:00:00+00:00,2.0,11.87,43.75,233.65,0.03,5.31,26.46,1.45,0.43
2023-08-22 16:00:00+00:00,2.0,12.3,45.04,223.64,0.02,4.46,27.89,1.52,0.47
2023-08-22 17:00:00+00:00,2.0,12.41,46.56,210.29,0.01,3.3,29.68,1.4,0.39
2023-08-22 18:00:00+00:00,2.0,12.46,47.88,205.28,0.01,2.68,30.4,1.3,0.34
2023-08-22 19:00:00+00:00,2.0,12.78,49.75,201.94,0.01,2.44,30.04,1.22,0.24
2023-08-22 20:00:00+00:00,3.0,13.45,51.62,195.26,0.01,1.97,30.4,1.18,0.1
2023-08-22 21:00:00+00:00,3.0,14.06,53.69,188.59,0.0,1.39,31.47,1.19,0.07
2023-08-22 22:00:00+00:00,3.0,14.29,53.54,185.25,0.0,1.05,32.54,1.18,0.06
2023-08-22 23:00:00+00:00,3.0,13.93,51.73,185.25,0.0,0.94,32.9,1.18,0.06
2023-08-23 00:00:00+00:00,3.0,13.87,51.5,185.25,0.0,0.92,32.54,1.19,0.06
2023-08-23 01:00:00+00:00,3.0,15.13,56.41,185.25,0.0,1.06,31.83,1.28,0.05
2023-08-23 02:00:00+00:00,3.0,16.86,64.24,188.59,0.01,1.37,30.4,1.37,0.06
2023-08-23 03:00:00+00:00,3.0,18.07,71.79,208.62,0.14,2.63,28.61,1.49,0.2
2023-08-23 04:00:00+00:00,3.0,18.58,69.43,236.99,0.57,4.37,27.54,1.67,0.31
2023-08-23 05:00:00+00:00,3.0,18.34,65.44,236.99,0.69,4.28,28.61,1.7,0.33
2023-08-23 06:00:00+00:00,3.0,17.4,62.58,226.97,0.59,3.34,30.76,1.68,0.32
2023-08-23 07:00:00+00:00,3.0,16.09,57.48,220.3,0.51,2.83,33.26,1.59,0.26
2023-08-23 08:00:00+00:00,3.0,14.95,53.22,220.3,0.51,2.78,34.69,1.59,0.26
2023-08-23 09:00:00+00:00,2.0,13.91,49.64,223.64,0.55,3.08,34.69,1.53,0.27
2023-08-23 10:00:00+00:00,2.0,13.22,47.89,223.64,0.56,3.21,33.97,1.46,0.26
2023-08-23 11:00:00+00:00,2.0,13.22,48.54,226.97,0.52,3.68,32.19,1.52,0.28
2023-08-23 12:00:00+00:00,2.0,13.55,49.01,233.65,0.45,4.54,30.76,1.51,0.28
2023-08-23 13:00:00+00:00,3.0,13.7,52.29,250.34,0.33,6.34,27.89,1.55,0.33
2023-08-23 14:00:00+00:00,3.0,13.48,53.03,257.02,0.09,7.2,26.11,1.55,0.37
2023-08-23 15:00:00+00:00,3.0,13.1,51.76,243.66,0.03,5.91,26.82,1.53,0.44
2023-08-23 16:00:00+00:00,3.0,13.16,51.65,236.99,0.02,5.06,27.89,1.61,0.51
2023-08-23 17:00:00+00:00,3.0,13.74,54.08,220.3,0.01,3.81,30.04,1.52,0.45
2023-08-23 18:00:00+00:00,3.0,15.24,59.51,210.29,0.01,3.21,31.83,1.45,0.39
2023-08-23 19:00:00+00:00,3.0,16.4,64.48,201.94,0.01,2.91,32.54,1.36,0.25
2023-08-23 20:00:00+00:00,3.0,16.72,66.77,188.59,0.0,2.27,33.26,1.27,0.09
2023-08-23 21:00:00+00:00,3.0,16.53,66.4,180.24,0.0,1.5,33.26,1.25,0.07
2023-08-23 22:00:00+00:00,3.0,16.29,66.56,176.91,0.0,1.08,33.26,1.19,0.06
2023-08-23 23:00:00+00:00,3.0,16.68,68.66,176.91,0.0,0.97,32.9,1.22,0.06
2023-08-24 00:00:00+00:00,3.0,17.81,73.18,175.24,0.0,0.96,32.9,1.28,0.04
2023-08-24 01:00:00+00:00,3.0,18.81,78.06,175.24,0.0,1.15,32.54,1.39,0.05
2023-08-24 02:00:00+00:00,3.0,19.44,79.92,178.58,0.01,1.54,31.83,1.48,0.08
2023-08-24 03:00:00+00:00,3.0,20.17,80.67,200.27,0.12,3.17,30.4,1.59,0.26
2023-08-24 04:00:00+00:00,3.0,20.34,76.71,236.99,0.64,5.48,28.61,1.79,0.42
2023-08-24 05:00:00+00:00,3.0,19.91,73.41,240.33,0.89,5.4,29.33,1.82,0.46
2023-08-24 06:00:00+00:00,3.0,19.86,73.0,223.64,0.78,4.28,31.11,1.8,0.46
2023-08-24 07:00:00+00:00,3.0,20.1,73.48,213.62,0.84,3.51,33.26,1.74,0.4
2023-08-24 08:00:00+00:00,3.0,20.09,75.46,216.96,1.15,3.38,35.41,1.8,0.41
2023-08-24 09:00:00+00:00,3.0,19.78,75.12,226.97,1.52,3.56,36.84,1.76,0.42
2023-08-24 10:00:00+00:00,3.0,19.54,74.49,226.97,1.58,3.6,36.48,1.67,0.38
2023-08-24 11:00:00+00:00,3.0,18.54,70.25,220.3,1.37,3.64,34.69,1.67,0.34
2023-08-24 12:00:00+00:00,3.0,17.95,68.68,216.96,1.08,3.94,32.54,1.58,0.28
2023-08-24 13:00:00+00:00,3.0,18.02,70.18,230.31,0.64,5.65,29.33,1.55,0.26
2023-08-24 14:00:00+00:00,3.0,18.45,71.2,236.99,0.11,7.03,27.54,1.56,0.3
2023-08-24 15:00:00+00:00,3.0,18.76,73.79,226.97,0.03,5.83,28.25,1.55,0.36
2023-08-24 16:00:00+00:00,3.0,18.78,72.52,223.64,0.02,5.14,28.61,1.67,0.47
2023-08-24 17:00:00+00:00,3.0,18.16,68.84,216.96,0.02,4.28,29.33,1.68,0.49
2023-08-24 18:00:00+00:00,3.0,18.91,70.93,216.96,0.01,3.98,29.33,1.73,0.52
2023-08-24 19:00:00+00:00,3.0,19.5,73.83,216.96,0.01,3.73,29.68,1.64,0.41
2023-08-24 20:00:00+00:00,3.0,19.82,75.66,203.61,0.01,2.83,30.76,1.49,0.19
2023-08-24 21:00:00+00:00,3.0,19.32,72.9,195.26,0.0,1.8,31.47,1.43,0.12
2023-08-24 22:00:00+00:00,3.0,18.08,66.82,193.6,0.0,1.29,31.47,1.36,0.11
2023-08-24 23:00:00+00:00,3.0,18.05,67.17,193.6,0.0,1.16,31.11,1.36,0.11
2023-08-25 00:00:00+00:00,3.0,18.58,70.21,195.26,0.0,1.14,31.47,1.4,0.12
2023-08-25 01:00:00+00:00,3.0,19.43,75.57,196.93,0.0,1.34,31.11,1.51,0.13
2023-08-25 02:00:00+00:00,3.0,21.58,85.1,203.61,0.01,1.8,30.76,1.61,0.14
2023-08-25 03:00:00+00:00,3.0,22.99,90.99,230.31,0.14,3.64,28.97,1.77,0.3
2023-08-25 04:00:00+00:00,3.0,24.0,85.87,273.7,1.01,6.08,26.46,2.06,0.46
2023-08-25 05:00:00+00:00,3.0,24.36,81.7,283.72,1.61,6.25,27.54,2.15,0.53
2023-08-25 06:00:00+00:00,3.0,24.68,83.4,270.37,1.54,5.14,30.76,2.15,0.55
2023-08-25 07:00:00+00:00,3.0,24.44,84.97,250.34,1.26,4.03,35.41,1.97,0.43
2023-08-25 08:00:00+00:00,3.0,24.47,86.39,247.0,1.15,3.56,40.77,1.94,0.34
2023-08-25 09:00:00+00:00,3.0,25.26,90.6,247.0,1.19,3.47,43.63,1.85,0.27
2023-08-25 10:00:00+00:00,3.0,26.02,93.07,243.66,1.19,3.56,43.27,1.76,0.2
2023-08-25 11:00:00+00:00,3.0,25.32,91.66,247.0,1.24,4.2,40.77,1.8,0.25
2023-08-25 12:00:00+00:00,3.0,23.97,87.23,257.02,1.29,5.31,36.48,1.77,0.32
2023-08-25 13:00:00+00:00,3.0,22.79,84.03,283.72,1.05,8.23,30.04,1.86,0.4
2023-08-25 14:00:00+00:00,3.0,22.05,81.09,280.38,0.18,9.68,26.46,1.86,0.43
2023-08-25 15:00:00+00:00,3.0,21.95,79.92,253.68,0.04,7.54,27.18,1.83,0.46
2023-08-25 16:00:00+00:00,3.0,21.86,80.96,240.33,0.03,6.08,27.89,1.94,0.55
2023-08-25 17:00:00+00:00,3.0,21.05,79.94,226.97,0.02,4.8,28.97,1.86,0.52
2023-08-25 18:00:00+00:00,3.0,21.1,80.24,223.64,0.01,4.2,30.04,1.8,0.51
2023-08-25 19:00:00+00:00,3.0,21.83,81.78,216.96,0.01,3.9,30.76,1.7,0.38
2023-08-25 20:00:00+00:00,3.0,22.18,82.56,203.61,0.01,3.04,31.47,1.58,0.16
2023-08-25 21:00:00+00:00,3.0,22.07,81.81,186.92,0.0,1.56,32.54,1.25,0.02
2023-08-25 22:00:00+00:00,3.0,21.24,77.14,185.25,0.0,1.07,32.9,1.15,0.0
2023-08-25 23:00:00+00:00,3.0,20.71,71.77,183.58,0.0,0.95,32.19,1.15,0.0
2023-08-26 00:00:00+00:00,3.0,20.86,71.53,181.91,0.0,0.93,31.47,1.18,0.0
2023-08-26 01:00:00+00:00,3.0,21.17,70.76,181.91,0.0,1.08,31.11,1.25,0.01
2023-08-26 02:00:00+00:00,3.0,21.08,72.26,186.92,0.01,1.41,30.76,1.31,0.06
2023-08-26 03:00:00+00:00,3.0,20.22,68.68,208.62,0.07,2.87,30.04,1.4,0.24
2023-08-26 04:00:00+00:00,3.0,19.36,62.73,240.33,0.35,5.18,29.33,1.58,0.39
2023-08-26 05:00:00+00:00,3.0,19.32,60.81,240.33,0.52,5.18,31.11,1.61,0.41
2023-08-26 06:00:00+00:00,3.0,20.3,65.33,223.64,0.54,4.03,33.26,1.61,0.39
2023-08-26 07:00:00+00:00,3.0,21.39,68.14,208.62,0.61,3.0,34.33,1.53,0.29
2023-08-26 08:00:00+00:00,3.0,22.88,70.21,203.61,0.66,2.87,33.97,1.58,0.24
2023-08-26 09:00:00+00:00,3.0,23.16,70.57,203.61,0.76,3.08,33.26,1.55,0.21
2023-08-26 10:00:00+00:00,3.0,22.94,72.53,201.94,0.68,3.26,32.19,1.46,0.18
2023-08-26 11:00:00+00:00,3.0,22.41,73.82,200.27,0.54,3.51,31.11,1.45,0.16
2023-08-26 12:00:00+00:00,3.0,21.57,72.57,200.27,0.38,3.98,30.4,1.39,0.15
2023-08-26 13:00:00+00:00,3.0,20.61,70.07,211.95,0.34,5.23,29.33,1.4,0.18
2023-08-26 14:00:00+00:00,3.0,19.88,68.31,213.62,0.07,6.0,28.25,1.4,0.22
2023-08-26 15:00:00+00:00,3.0,19.34,67.82,203.61,0.02,4.84,29.33,1.39,0.27
2023-08-26 16:00:00+00:00,3.0,18.56,67.47,198.6,0.01,4.2,30.04,1.48,0.36
2023-08-26 17:00:00+00:00,3.0,17.71,63.66,193.6,0.01,3.43,31.11,1.48,0.38
2023-08-26 18:00:00+00:00,3.0,16.88,58.59,193.6,0.01,3.13,32.19,1.46,0.39
2023-08-26 19:00:00+00:00,3.0,16.44,56.39,190.26,0.01,2.87,32.9,1.37,0.29
2023-08-26 20:00:00+00:00,3.0,16.34,53.35,180.24,0.0,2.21,33.62,1.25,0.13
2023-08-26 21:00:00+00:00,3.0,16.61,51.6,171.9,0.0,1.44,33.62,1.22,0.09
2023-08-26 22:00:00+00:00,3.0,17.63,59.34,170.23,0.0,1.07,32.9,1.18,0.06
2023-08-26 23:00:00+00:00,3.0,18.54,67.98,170.23,0.0,1.01,31.47,1.21,0.06
2023-08-27 00:00:00+00:00,3.0,19.25,68.87,171.9,0.0,1.02,30.4,1.27,0.07
2023-08-27 01:00:00+00:00,3.0,19.23,64.3,175.24,0.0,1.18,29.33,1.34,0.08
2023-08-27 02:00:00+00:00,3.0,19.25,63.05,180.24,0.01,1.48,28.25,1.37,0.11
2023-08-27 03:00:00+00:00,3.0,19.18,63.0,200.27,0.29,2.51,26.46,1.45,0.25
2023-08-27 04:00:00+00:00,3.0,18.58,60.94,226.97,1.24,3.38,25.75,1.58,0.39
2023-08-27 05:00:00+00:00,3.0,18.34,60.09,226.97,1.49,2.91,28.25,1.59,0.42
2023-08-27 06:00:00+00:00,3.0,18.49,62.15,213.62,1.13,2.21,31.83,1.56,0.39
2023-08-27 07:00:00+00:00,3.0,19.01,65.51,205.28,0.86,1.78,33.97,1.48,0.3
2023-08-27 08:00:00+00:00,3.0,19.68,66.65,205.28,0.82,1.8,35.41,1.52,0.25
2023-08-27 09:00:00+00:00,3.0,20.0,63.48,210.29,0.89,1.99,36.12,1.51,0.23
2023-08-27 10:00:00+00:00,3.0,20.11,59.13,211.95,0.91,2.12,35.41,1.45,0.21
2023-08-27 11:00:00+00:00,3.0,19.85,57.77,213.62,0.92,2.29,32.9,1.42,0.19
2023-08-27 12:00:00+00:00,3.0,19.92,59.65,216.96,0.89,2.74,30.4,1.34,0.17
2023-08-27 13:00:00+00:00,3.0,20.09,61.78,230.31,0.68,4.24,27.54,1.33,0.16
2023-08-27 14:00:00+00:00,3.0,19.89,62.52,230.31,0.12,5.27,25.75,1.27,0.16
2023-08-27 15:00:00+00:00,3.0,19.44,61.41,216.96,0.02,4.2,27.18,1.18,0.18
2023-08-27 16:00:00+00:00,3.0,18.73,59.8,210.29,0.02,3.47,27.54,1.21,0.23
2023-08-27 17:00:00+00:00,3.0,17.87,57.48,203.61,0.01,2.68,27.89,1.18,0.22
2023-08-27 18:00:00+00:00,3.0,17.64,54.74,203.61,0.01,2.29,28.61,1.13,0.2
2023-08-27 19:00:00+00:00,3.0,17.4,52.53,203.61,0.01,2.08,28.97,1.06,0.12
2023-08-27 20:00:00+00:00,3.0,17.34,51.74,200.27,0.01,1.67,29.68,1.0,0.01
2023-08-27 21:00:00+00:00,3.0,18.55,55.49,198.6,0.0,1.44,29.68,1.22,0.01
2023-08-27 22:00:00+00:00,3.0,19.34,62.08,195.26,0.0,1.11,30.04,1.22,0.0
2023-08-27 23:00:00+00:00,3.0,19.94,64.83,193.6,0.0,1.04,29.33,1.28,0.0
2023-08-28 00:00:00+00:00,3.0,20.61,64.19,191.93,0.0,1.05,28.97,1.36,0.0
2023-08-28 01:00:00+00:00,3.0,21.19,65.99,190.26,0.01,1.22,27.89,1.46,0.0
2023-08-28 02:00:00+00:00,3.0,21.16,62.88,193.6,0.01,1.54,27.18,1.51,0.03
2023-08-28 03:00:00+00:00,3.0,20.6,57.28,213.62,0.3,2.63,25.75,1.59,0.22
2023-08-28 04:00:00+00:00,3.0,19.72,51.98,243.66,1.33,3.6,26.11,1.74,0.39
2023-08-28 05:00:00+00:00,3.0,19.21,50.06,247.0,1.61,3.34,28.97,1.79,0.44
2023-08-28 06:00:00+00:00,3.0,19.33,52.1,233.65,1.26,2.72,32.19,1.77,0.44
2023-08-28 07:00:00+00:00,3.0,19.48,55.04,223.64,1.03,2.31,33.97,1.67,0.36
2023-08-28 08:00:00+00:00,3.0,20.97,62.16,223.64,1.1,2.4,35.41,1.73,0.34
2023-08-28 09:00:00+00:00,3.0,22.75,68.79,230.31,1.31,2.72,36.12,1.73,0.31
2023-08-28 10:00:00+00:00,3.0,22.93,70.24,230.31,1.3,2.91,35.05,1.65,0.26
2023-08-28 11:00:00+00:00,3.0,20.9,65.93,226.97,1.19,3.13,32.9,1.64,0.25
2023-08-28 12:00:00+00:00,3.0,18.34,60.85,226.97,1.03,3.56,30.76,1.53,0.27
2023-08-28 13:00:00+00:00,3.0,17.31,59.2,240.33,0.72,5.23,27.89,1.51,0.28
2023-08-28 14:00:00+00:00,3.0,17.98,60.6,240.33,0.11,6.34,26.46,1.46,0.27
2023-08-28 15:00:00+00:00,3.0,20.34,65.98,223.64,0.02,5.06,29.33,1.42,0.27
2023-08-28 16:00:00+00:00,3.0,21.71,73.41,216.96,0.01,4.28,31.47,1.51,0.31
2023-08-28 17:00:00+00:00,3.0,21.35,74.53,210.29,0.01,3.3,32.19,1.45,0.29
2023-08-28 18:00:00+00:00,3.0,20.6,72.33,210.29,0.01,2.87,31.83,1.4,0.28
2023-08-28 19:00:00+00:00,3.0,20.13,69.26,208.62,0.01,2.59,31.11,1.3,0.18
2023-08-28 20:00:00+00:00,3.0,20.49,68.93,200.27,0.01,2.01,31.11,1.21,0.01
2023-08-28 21:00:00+00:00,3.0,21.19,69.42,195.26,0.0,1.36,30.76,1.19,0.0
2023-08-28 22:00:00+00:00,3.0,21.1,71.99,190.26,0.0,1.04,30.76,1.18,0.0
2023-08-28 23:00:00+00:00,3.0,20.55,68.86,190.26,0.0,0.97,30.4,1.24,0.0
2023-08-29 00:00:00+00:00,3.0,20.18,66.28,190.26,0.0,1.0,30.76,1.3,0.0
2023-08-29 01:00:00+00:00,3.0,20.01,64.25,193.6,0.0,1.22,31.11,1.43,0.03
2023-08-29 02:00:00+00:00,3.0,20.53,66.47,198.6,0.01,1.67,30.76,1.53,0.1
2023-08-29 03:00:00+00:00,3.0,20.88,68.2,223.64,0.29,3.17,28.97,1.7,0.3
2023-08-29 04:00:00+00:00,3.0,20.92,66.89,270.37,1.59,4.93,28.61,2.03,0.55
2023-08-29 05:00:00+00:00,3.0,21.02,66.39,283.72,2.29,5.1,31.47,2.21,0.69
2023-08-29 06:00:00+00:00,3.0,21.58,69.69,277.04,2.07,4.5,35.76,2.32,0.78
2023-08-29 07:00:00+00:00,3.0,21.97,73.71,270.37,1.87,4.2,38.62,2.32,0.74
2023-08-29 08:00:00+00:00,3.0,22.54,77.27,280.38,2.18,4.8,38.98,2.53,0.8
2023-08-29 09:00:00+00:00,3.0,23.6,78.0,300.41,2.77,5.91,37.55,2.62,0.85
2023-08-29 10:00:00+00:00,3.0,24.39,78.59,297.07,2.82,6.17,35.41,2.5,0.77
2023-08-29 11:00:00+00:00,3.0,24.65,80.42,280.38,2.49,6.0,33.26,2.44,0.65
2023-08-29 12:00:00+00:00,3.0,23.63,79.42,273.7,2.04,6.34,30.4,2.26,0.55
2023-08-29 13:00:00+00:00,3.0,21.48,75.5,290.39,1.33,8.74,26.11,2.12,0.54
2023-08-29 14:00:00+00:00,3.0,19.66,72.57,293.73,0.22,10.54,24.32,2.0,0.56
2023-08-29 15:00:00+00:00,3.0,18.9,72.64,267.03,0.04,8.31,27.89,1.83,0.6
2023-08-29 16:00:00+00:00,3.0,19.47,74.98,253.68,0.02,6.85,29.33,1.94,0.67
2023-08-29 17:00:00+00:00,3.0,20.57,76.92,240.33,0.02,5.57,30.04,2.0,0.65
2023-08-29 18:00:00+00:00,3.0,21.4,78.95,236.99,0.01,5.01,30.04,2.06,0.65
2023-08-29 19:00:00+00:00,3.0,21.73,80.62,230.31,0.01,4.76,30.04,2.0,0.52
2023-08-29 20:00:00+00:00,3.0,21.38,80.93,213.62,0.01,3.81,31.47,1.88,0.29
2023-08-29 21:00:00+00:00,3.0,20.71,81.77,201.94,0.0,2.66,32.9,1.89,0.25
2023-08-29 22:00:00+00:00,3.0,19.79,78.22,196.93,0.0,1.99,34.33,1.83,0.23
2023-08-29 23:00:00+00:00,3.0,19.12,70.98,196.93,0.0,1.8,34.69,1.88,0.25
2023-08-30 00:00:00+00:00,3.0,19.01,66.16,195.26,0.0,1.82,34.33,1.97,0.27
2023-08-30 01:00:00+00:00,3.0,19.8,68.12,200.27,0.0,2.23,32.9,2.26,0.34
2023-08-30 02:00:00+00:00,3.0,20.84,73.88,210.29,0.01,3.08,31.47,2.5,0.45
2023-08-30 03:00:00+00:00,3.0,21.77,75.73,257.02,0.35,6.0,27.89,2.89,0.82
2023-08-30 04:00:00+00:00,3.0,23.04,79.89,333.79,2.18,9.17,25.03,3.49,1.2
2023-08-30 05:00:00+00:00,3.0,23.72,83.69,343.8,3.38,8.57,28.97,3.76,1.33
2023-08-30 06:00:00+00:00,3.0,24.02,84.3,320.43,2.93,6.77,36.84,3.87,1.35
2023-08-30 07:00:00+00:00,3.0,24.58,83.45,333.79,3.16,6.94,42.2,3.87,1.47
2023-08-30 08:00:00+00:00,3.0,25.17,82.69,377.18,4.25,8.83,43.27,3.99,1.71
2023-08-30 09:00:00+00:00,3.0,24.89,79.63,427.25,5.64,10.88,41.13,3.78,1.85
2023-08-30 10:00:00+00:00,3.0,23.29,73.18,417.23,5.7,10.71,36.48,3.28,1.63
2023-08-30 11:00:00+00:00,3.0,21.41,67.21,367.16,4.58,9.17,32.19,2.95,1.27
2023-08-30 12:00:00+00:00,3.0,21.21,68.13,320.43,3.24,8.23,27.54,2.65,0.93
2023-08-30 13:00:00+00:00,3.0,22.2,77.16,310.42,1.84,9.68,21.82,2.38,0.72
2023-08-30 14:00:00+00:00,3.0,22.11,81.01,307.08,0.46,11.82,17.17,2.21,0.72
2023-08-30 15:00:00+00:00,3.0,20.56,73.96,277.04,0.14,9.34,19.31,2.03,0.77
2023-08-30 16:00:00+00:00,3.0,19.22,68.62,263.69,0.07,7.8,22.35,2.12,0.88
2023-08-30 17:00:00+00:00,3.0,18.7,68.8,243.66,0.03,6.08,25.75,2.09,0.83
2023-08-30 18:00:00+00:00,3.0,18.78,72.56,233.65,0.02,5.14,27.89,2.03,0.78
2023-08-30 19:00:00+00:00,3.0,18.63,74.29,223.64,0.02,4.58,28.61,1.88,0.59
2023-08-30 20:00:00+00:00,3.0,18.14,72.08,206.95,0.01,3.73,29.68,1.77,0.36
2023-08-30 21:00:00+00:00,3.0,17.58,69.5,193.6,0.01,2.61,30.76,1.8,0.32
2023-08-30 22:00:00+00:00,3.0,16.98,59.89,186.92,0.0,1.95,31.83,1.76,0.28
2023-08-30 23:00:00+00:00,3.0,16.69,51.85,186.92,0.0,1.86,32.54,1.91,0.3
2023-08-31 00:00:00+00:00,3.0,17.2,50.3,188.59,0.0,1.99,33.26,2.12,0.34
2023-08-31 01:00:00+00:00,3.0,18.15,55.8,195.26,0.0,2.48,32.9,2.47,0.43
2023-08-31 02:00:00+00:00,3.0,19.05,60.32,203.61,0.01,3.17,32.54,2.59,0.48
2023-08-31 03:00:00+00:00,3.0,19.74,59.85,243.66,0.42,5.57,30.04,2.74,0.74
2023-08-31 04:00:00+00:00,3.0,20.62,60.87,310.42,2.35,8.05,28.61,3.19,1.06
2023-08-31 05:00:00+00:00,3.0,20.87,61.18,317.1,3.24,7.45,32.9,3.31,1.14
2023-08-31 06:00:00+00:00,3.0,20.91,60.31,287.06,2.6,5.74,40.41,3.25,1.09
2023-08-31 07:00:00+00:00,3.0,20.84,60.72,263.69,1.96,4.5,44.7,2.98,0.9
2023-08-31 08:00:00+00:00,3.0,21.08,65.0,260.35,1.96,4.46,43.99,2.98,0.84
2023-08-31 09:00:00+00:00,3.0,21.33,70.21,270.37,2.29,4.93,40.77,2.92,0.82
2023-08-31 10:00:00+00:00,3.0,21.23,72.28,267.03,2.43,4.97,36.48,2.62,0.72
2023-08-31 11:00:00+00:00,3.0,20.83,69.84,270.37,2.49,5.18,32.54,2.56,0.68
2023-08-31 12:00:00+00:00,3.0,20.39,64.1,280.38,2.43,6.17,28.61,2.44,0.66
2023-08-31 13:00:00+00:00,3.0,20.27,59.18,313.76,2.01,9.68,22.71,2.47,0.7
2023-08-31 14:00:00+00:00,3.0,20.23,59.57,317.1,0.47,12.34,17.7,2.41,0.74
2023-08-31 15:00:00+00:00,3.0,20.29,62.99,287.06,0.13,10.11,20.03,2.26,0.79
2023-08-31 16:00:00+00:00,3.0,20.61,66.06,273.7,0.08,8.57,21.82,2.44,0.93
2023-08-31 17:00:00+00:00,3.0,20.28,64.29,253.68,0.04,6.85,23.96,2.44,0.9
2023-08-31 18:00:00+00:00,3.0,19.59,59.84,247.0,0.03,5.91,25.75,2.35,0.87
2023-08-31 19:00:00+00:00,3.0,18.5,52.36,240.33,0.02,5.31,26.82,2.18,0.68
2023-08-31 20:00:00+00:00,2.0,17.27,46.99,226.97,0.01,4.46,28.25,2.09,0.45
2023-08-31 21:00:00+00:00,2.0,17.02,46.18,213.62,0.01,3.3,30.04,2.15,0.41
2023-08-31 22:00:00+00:00,2.0,17.4,48.84,205.28,0.0,2.44,30.76,2.09,0.38
